0,0146002,Varietas kelapa hybrida,
0,0146003,Bibit kelapa,
0,0146098,Hasil ikutan/ sisa perkebunan kelapa,
0,0146099,"Buah kelapa, lainnya",
0,0149101,Kelapa sawit,
0,0149102,Bibit kelapa sawit,
0,0149198,Hasil ikutan/ sisa perkebunan kelapa sawit,
0,0149901,Jarak,
0,0149902,Jojoba,
0,0149903,Nimba,
0,0149904,"Kopra, mentah",
0,0149998,Hasil ikutan tanaman buah yang mengandung minyak,
0,0149999,"Buah yang mengandung minyak lainnya, Ytdl",
0,0151001,Kentang,
0,0151002,Benih kentang,
0,0159101,Ubi jalar varietas unggul basah berkulit,
0,0159102,Ubi jalar varietas lokal basah berkulit,
0,0159103,Bibit ubi jalar,
0,0159199,Ubi jalar lainnya,
0,0159201,Ubi kayu / ketela pohon varietas unggul,
0,0159202,Ubi kayu / ketela pohon varietas lokal,
0,0159203,Bibit ubi kayu,
0,0159298,Hasil ikutan pertanian tanaman ubi kayu,
0,0159299,"Ubi kayu, lainnya",
0,0159300,Yam,
0,0159901,Garut / irut,
0,0159902,Ganyong,
0,0159903,Talas,
0,0159904,Gadung,
0,0159905,Uwi,
0,0159906,Suwek,
0,0159907,Gembili,
0,0159908,Yautia,
0,0159999,"Akar-akaran dan umbi-umbian lainnya yang dapat dimakan dengan karbohidrat atau berinulin tinggi, Ytdl",
0,0161001,Hasil produksi kopi arabika,
0,0161002,Hasil produksi kopi robusta,
0,0161003,Bibit kopi,
0,0161098,Hasil ikutan pertanian tanaman kopi,
0,0161099,Kopi lainnya,
0,0162001,Hasil produksi teh,
0,0162002,Bibit teh,
0,0162098,Hasil ikutan pertanian tanaman teh,
0,0163000,Daun mate,
0,0164001,Hasil produksi kakao,
0,0164002,Bibit kakao,
0,0164098,Hasil ikutan pertanian tanaman kakao,
0,0165101,Hasil produksi lada,
0,0165102,Sulur lada ( bibit lada ),
0,0165198,Hasil ikutan perkebunan lada,
0,0165200,"Cabe dan paprika, kering, mentah",
0,0165301,Hasil produksi pala,
0,0165302,Kapulaga,
0,0165398,Hasil ikutan pertanian tanaman pala dan kapulaga,
0,0165401,Adas,
0,0165402,"Ketumbar, mentah",
0,0165403,"Jinten, mentah",
0,0165404,Badian,
0,0165405,Caraway,
0,0165406,Buah juniper,
