5,54242,Jasa konstruksi umum saluran komunikasi dan listrik (kabel) jarak jauh,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan dan perubahan untuk:     * jaringan telekomunikasi darat jarak jauh, bawah tanah atau transmisi bawah laut     * jalur transmisi tegangan tinggi listrik (kabel) jarak jauh    * saluran listrik listrik jarak jauh untuk kereta api     * stasiun transformator, tiang   Subkelas ini tidak termasuk:   - jasa konstruksi kabel lokal, lih. 54252   - jasa penggalian (parit), lih. 54330"
5,54251,Jasa konstruksi umum pipa saluran lokal,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan dan perubahan jasa untuk:     * pipa saluran gas lokal dan air dan saluran pembuangan utama     * pipa saluran lokal air panas dan uap   Subkelas ini tidak termasuk:   - jasa penggalian (parit), lih. 54330"
5,54252,Jasa konstruksi umum kabel lokal dan bangunan ybdi,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan dan perubahan untuk:     * kabel transmisi listrik lokal     * kabel transmisi komunikasi lokal, termasuk kabel televisi     * bangunan penyokong seperti:     * stasiun transformator dan gardu untuk distribusi dalam batas lokal     * menara transmisi termasuk antena   Subkelas ini tidak termasuk:   - jasa penggalian (parit), lih. 54330   - pemasangan jalur kabel televisi dalam bangunan, lih. 54614"
5,54253,Jasa konstruksi umum bangunan pengolahan air dan limbah,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * pabrik pembuangan limbah      * pabrik pemurnian dan pengolahan air    Subkelas ini tidak termasuk:   - jasa konstruksi jaringan pipa saluran dan saluran air dan gorong-gorong pembuangan limbah, lih. 54241 (jarak jauh) dan  54251 (lokal)"
5,54261,Jasa konstruksi umum pertambangan,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan dan perubahan untuk fasilitas pertambangan dan terkait, selain bangunan, seperti stasiun muatan dan pemisahan tambang, lubang berliku dan menara, terowongan dan aliran terkait dengan operasi penambangan"
5,54262,Jasa konstruksi umum untuk pembangkit tenaga listrik,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan dan perubahan untuk pabrik dan peralatan berat pembangkit listrik, termasuk pabrik dan peralatan untuk stasiun pembangkit bertenaga nuklir"
5,54269,Jasa konstruksi umum bangunan industri lainnya,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan dan perubahan untuk:      * fasilitas manufaktur bahan kimia dasar, senyawa, farmasi dan bahan kimia lainnya      * fasilitas kimia dan manufaktur terkait seperti tungku peledakan dan tungku batubara     * pengecoran besi      * fasilitas khusus untuk manufaktur, tidak diklasifikasikan di tempat lain   Subkelas ini tidak termasuk:   - jasa konstruksi bangunan industri, lih. 54121"
5,54270,Jasa konstruksi umum fasilitas olahraga dan rekreasi di ruang terbuka,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * lapangan untuk olahraga yang umumnya dimainkan di tempat terbuka seperti lintasan dan lapangan sepak bola, bisbol, rugby, tenis,mobil atau arena balap sepeda dan pacuan kuda     * instalasi  rekreasi, misalnya, lapangan golf, instalasi pantai, marina untuk perahu kesenangan     * taman dan kebun umum, kebun binatang dan kebun raya    Subkelas ini tidak termasuk:   - jasa konstruksi untuk instalasi olahraga dalam ruangan, lih. 54129  - jasa pekerjaan persiapan pemindahan tanah, lih. 54320"
5,54290,Jasa konstruksi umum pekerjaan teknik sipil lainnya,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * pekerjaan teknik militer, misalnya, benteng, benteng pertahanan, lubang perlindungan, tempat latihan menembak, pusat pengujian militer, dll     * tempat peluncuran satelit     * pembuangan limbah dan insinerator limbah     * pabrik untuk pengolahan dan pemrosesan bahan nuklir     * pekerjaan teknik sipil lainnya, ytdl.    Subkelas ini tidak termasuk:   - jasa konstruksi umum bangunan, lih. 541"
5,54310,Jasa pembongkaran,Subkelas ini meliputi:   - jasa penghancuran dan pembongkaran bangunan dan struktur lainnya   - jasa penghancuran dan pembongkaran jalan dan jalan bebas hambatan
5,54320,Jasa pembentukan dan pembersihan lahan,"Subkelas ini meliputi:   - jasa penyiapan lahan pertanian, termasuk pengeringan   - jasa penyiapan untuk membuat tempat siap untuk pekerjaan konstruksi berikutnya, termasuk jasa peledakan dan pengangkatan bebatuan   - pembersihan tempat, termasuk pembersihan semak belukar   - stabilisasi tanah  - tes pengeboran dan pemboran dan jasa ekstraksi inti untuk konstruksi, geofisika, geologi atau tujuan sejenisnya  - pengeboran horisontal untuk lintasan kabel atau pipa saluran air   - penggalian parit untuk situs pembuangan air    Subkelas ini tidak termasuk:   - jasa pembongkaran, lih. 54310   - jasa penggalian dan pemindahan tanah, lih. 54330   - pengeboran air sumur, lih. 54341   - penggarapan persiapan lahan untuk penanaman, lih. 86119   - jasa pengeboran yang terkait dengan ekstraksi minyak dan gas, lih. 86211   - jasa pengeboran yang terkait dengan pertambangan (kecuali minyak dan gas), lih. 86219"
5,54330,Jasa penggalian dan pemindahan tanah,"Subkelas ini meliputi:   - jasa skala besar berkaitan dengan penggalian, bidang miring (sloping) dan pemindahan tanah dalam pembuatan tanggul, sebelum konstruksi jalan bebas hambatan (jalan, jalan raya, jalan kereta api, dll)   - penggalian parit, untuk sarana, drainase perkotaan, perbaikan jalan, dll   - penggalian parit konvensional untuk berbagai konstruksi   - jasa pengerjaaan lahan rekreasi   - jasa pengelupasan lapisan atas tanah yang terkontaminasi   - jasa penggalian dan pemindahan tanah lainnya   Subkelas ini tidak termasuk:   - jasa pembentukan dan pembersihan lahan, lih. 54320   - jasa pondasi, lih. 54512"
5,54341,Jasa pengeboran sumur air bersih,Subkelas ini meliputi:   -  jasa  konstruksi khusus yang berhubungan dengan pengeboran atau penggalian sumur air    - jasa instalasi pompa air sumur dan sistem perpipaan sumur
5,54342,Jasa instalasi sistem septik,"Subkelas ini meliputi:   - jasa instalasi sistem septik, termasuk:     * sistem septik aerobik    * sistem septik evaporasi-transpirasi (ET)    * sistem greywater    * sistem tangki septik holding    * sistem septik tekanan dosis     * sistem septik disinfeksi     * toilet kimia, komposting, pembakaran dan tanpa air    Subkelas ini juga mencakup:   - jasa konstruksi bidang resapan atau drainfields"
